source_notice_id,candidate_notice_id,buyer_key_type,buyer_key,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,confidence_tier,variant,threshold_used
16-130215,20-155309,RAW_SIRET,SIRET:22850001300658,2016-09-08,2020-12-20,51.379763469119574,2021-03-04,2.431011826544021,0.5948313622426631,0.6544952866829984,1.0,1.0,0.7777811908997152,False,False,1,0.07102336794552477,3,HIGH,window_6m,0.3230216936565234
16-131495,20-137315,NAME_FALLBACK,NAME:sdis 85,2016-09-08,2020-11-11,50.09855453350854,2021-01-02,1.7082785808147174,0.7152869031975471,0.3214541376085737,0.0,0.6,0.35133067396238754,False,False,1,0.15496752067499195,2,MEDIUM,window_6m,0.3230216936565234
16-132618,17-74632,NAME_FALLBACK,NAME:universite de nantes,2016-09-09,2017-05-31,8.672798948751643,2017-06-22,0.7227332457293035,0.879544459045116,0.12181825032434417,0.1,0.6,0.3525225023747995,True,True,1,0.017376520192479483,8,POTENTIAL,window_6m,0.3230216936565234
16-135042,21-60721,NAME_FALLBACK,NAME:nantes metropole,2016-09-19,2021-05-05,55.4862023653088,2021-05-05,0.0,1.0,0.006344712593415491,0.1,0.6,0.3422206494076954,True,False,1,0.007630270899644298,19,POTENTIAL,window_6m,0.3230216936565234
16-136139,21-35651,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-09-19,2021-03-19,53.942181340341655,2021-04-05,0.5584756898817346,0.9069207183530442,0.8266876696411269,0.4,0.6,0.6960708639626554,False,False,1,0.3158585664496315,9,HIGH,window_6m,0.3230216936565234
16-137769,17-50845,NAME_FALLBACK,NAME:nantes metropole,2016-09-21,2017-04-11,6.636005256241787,2017-03-21,0.6898817345597897,0.8850197109067017,0.045209964875583986,0.1,0.6,0.3270784154331298,True,False,1,0.0031513042977030503,17,POTENTIAL,window_6m,0.3230216936565234
16-139147,21-91773,NAME_FALLBACK,NAME:gie sesam vitale,2016-09-25,2021-07-04,57.26018396846255,2021-07-05,0.0328515111695138,0.9945247481384144,0.33720457817372423,1.0,0.6,0.7266527893954071,False,False,1,0.33933015107849307,5,HIGH,window_6m,0.3230216936565234
16-139674,20-150503,RAW_SIRET,SIRET:22720002900014,2016-09-26,2020-12-11,50.4927726675427,2021-01-20,1.314060446780552,0.7809899255365746,0.6552610243971904,0.0,1.0,0.5245888399231603,False,False,1,0.2216569004001504,3,HIGH,window_6m,0.3230216936565234
16-141250,16-177041,NAME_FALLBACK,NAME:centre hospitalier le faouet,2016-10-24,2016-12-09,1.5111695137976346,2017-04-24,4.467805519053877,0.25536574682435387,0.8089038417060834,0.1,0.6,0.43695778130321766,True,False,1,0.43695778130321766,1,MEDIUM,window_6m,0.3230216936565234
16-145577,17-51018,NAME_FALLBACK,NAME:montrevault-sur-evre,2016-10-06,2017-04-11,6.14323258869908,2017-04-06,0.164257555847569,0.9726237406920718,0.12931843562611312,0.1,0.6,0.37841738764215754,True,False,1,0.124903777711602,2,MEDIUM,window_6m,0.3230216936565234
16-14558,20-13447,NAME_FALLBACK,NAME:inra angers nantes,2016-02-02,2020-01-28,47.83180026281209,2020-07-08,5.321944809461235,0.11300919842312751,0.8000769330090166,1.0,0.6,0.6682792261589376,False,False,1,0.6682792261589376,1,HIGH,window_6m,0.3230216936565234
16-148980,21-86403,NAME_FALLBACK,NAME:departement de la vendee,2016-10-13,2021-06-23,56.30749014454665,2021-03-02,3.712220762155059,0.38129653964082355,0.5862189467997165,0.2,0.6,0.42050076629010663,False,False,1,0.2082266104236824,2,MEDIUM,window_6m,0.3230216936565234
16-153372,17-53291,NAME_FALLBACK,NAME:rectorat de l academie de nantes,2016-10-20,2017-04-14,5.781865965834428,2017-04-20,0.19710906701708278,0.9671484888304862,0.059420876761269836,0.1,0.6,0.352584429074066,True,False,1,0.352584429074066,1,MEDIUM,window_6m,0.3230216936565234
16-153632,17-54861,NAME_FALLBACK,NAME:ville d orvault,2016-10-20,2017-04-21,6.011826544021025,2017-04-20,0.0328515111695138,0.9945247481384144,0.00458220951448243,0.1,0.6,0.34023496036467243,True,False,1,0.019686842250283387,4,POTENTIAL,window_6m,0.3230216936565234
16-155479,19-55110,NAME_FALLBACK,NAME:nantes metropole,2016-10-27,2019-04-11,29.43495400788436,2019-04-08,0.09855453350854139,0.9835742444152431,0.22560414861668518,0.0,0.6,0.3848550131196506,False,True,1,0.05980387997826775,16,MEDIUM,window_6m,0.3230216936565234
16-16005,16-106116,NAME_FALLBACK,NAME:ville d orvault,2016-02-03,2016-07-13,5.289093298291721,2016-08-03,0.6898817345597897,0.8850197109067017,0.28966825840556426,0.1,0.6,0.4126388181686229,True,False,1,0.05671779413923911,7,MEDIUM,window_6m,0.3230216936565234
16-170680,20-118996,NAME_FALLBACK,NAME:chu de nantes,2016-11-25,2020-10-01,46.1892247043364,2020-11-25,1.8068331143232588,0.6988611476127902,0.03468865087943728,0.6,0.6,0.42685631471100055,False,False,1,0.054676593992247835,10,MEDIUM,window_6m,0.3230216936565234
16-175178,18-31687,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-12-06,2018-03-08,15.013140604467806,2018-03-14,0.19710906701708278,0.9671484888304862,0.11287904590704904,0.1,0.6,0.3712947882750887,True,False,1,0.03731161908019981,12,POTENTIAL,window_6m,0.3230216936565234
16-182034,21-38984,NAME_FALLBACK,NAME:sdis 44,2016-12-22,2021-03-23,50.98554533508541,2021-04-09,0.5584756898817346,0.9069207183530442,0.006232069438473443,0.6,0.6,0.46891140389172675,False,False,1,0.18844700275569254,2,MEDIUM,window_6m,0.3230216936565234
16-183156,21-88219,RAW_SIRET,SIRET:22720002900014,2016-12-23,2021-06-30,54.204993429697765,2021-04-28,2.0696452036793693,0.6550591327201052,0.12104039316702468,0.4,1.0,0.42612892078848497,False,False,1,0.14392354625131737,4,MEDIUM,window_6m,0.3230216936565234
16-183461,17-155110,NAME_FALLBACK,NAME:commune de nantes,2016-12-22,2017-11-03,10.38107752956636,2017-12-22,1.609724047306176,0.731712658782304,0.7581088251319217,0.1,0.6,0.5382662534917485,True,False,1,0.31659482692426993,2,HIGH,window_6m,0.3230216936565234
16-20762,20-65753,RAW_SIRET,SIRET:23440003400026,2016-02-11,2020-05-20,51.24835742444152,2020-07-14,1.8068331143232588,0.6988611476127902,0.6466803941803279,1.0,1.0,0.8010534248663123,False,False,1,0.3648479562726762,9,HIGH,window_6m,0.3230216936565234
16-25268,19-34512,NAME_FALLBACK,NAME:ministere des affaires etrangeres,2016-02-22,2019-03-06,36.399474375821285,2019-02-22,0.39421813403416556,0.9342969776609724,0.03868392189246819,0.2,0.6,0.367113617077607,False,False,1,0.018751278330114363,2,POTENTIAL,window_6m,0.3230216936565234
16-26598,20-25157,NAME_FALLBACK,NAME:departement de la sarthe,2016-02-23,2020-02-18,47.83180026281209,2020-02-23,0.164257555847569,0.9726237406920718,0.10762308454256837,0.0,0.6,0.34082401476291685,False,False,1,0.024638633377135344,9,POTENTIAL,window_6m,0.3230216936565234
16-30963,20-70265,RAW_SIRET,SIRET:22850001300658,2016-03-03,2020-05-31,50.91984231274638,2020-06-18,0.5913272010512484,0.9014454664914586,0.8428459890164385,1.0,1.0,0.9203574627786181,False,False,1,0.5881520313287714,12,HIGH,window_6m,0.3230216936565234
16-31513,16-128178,NAME_FALLBACK,NAME:nantes metropole,2016-03-07,2016-09-02,5.88042049934297,2016-09-07,0.164257555847569,0.9726237406920718,0.08904697475120146,0.1,0.6,0.36432237633593845,True,False,1,0.005952153752472877,20,POTENTIAL,window_6m,0.3230216936565234
16-32344,20-125567,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-03-04,2020-10-15,55.38764783180026,2020-07-14,3.055190538764783,0.4908015768725361,0.21206321044274692,0.4,0.6,0.37692251787309544,False,False,1,0.10884372120716401,4,MEDIUM,window_6m,0.3230216936565234
16-32977,20-52846,NAME_FALLBACK,NAME:sdis de la mayenne,2016-03-08,2020-04-17,49.31011826544021,2020-03-08,1.314060446780552,0.7809899255365746,0.22053919350746465,0.6,0.6,0.5124361991117563,False,False,1,0.5124361991117563,1,HIGH,window_6m,0.3230216936565234
16-33283,20-32203,NAME_FALLBACK,NAME:nantes metropole,2016-03-10,2020-03-06,47.8646517739816,2020-03-10,0.1314060446780552,0.9780989925536575,0.049604190086779715,0.2,0.6,0.3818862146687873,False,False,1,0.00653693548390244,24,POTENTIAL,window_6m,0.3230216936565234
16-33632,20-26585,NAME_FALLBACK,NAME:nantes metropole,2016-03-11,2020-02-23,47.43758212877792,2020-03-11,0.5584756898817346,0.9069207183530442,0.18918408225843444,0.4,0.6,0.4729446083787131,False,False,1,0.04041484766641262,24,POTENTIAL,window_6m,0.3230216936565234
16-35152,20-93634,NAME_FALLBACK,NAME:departement de la sarthe,2016-03-11,2020-07-22,52.36530880420499,2020-08-17,0.8541392904073587,0.8576434515987735,0.05362446806900447,0.2,0.6,0.35317942672384495,False,False,1,0.23093457346059484,2,MEDIUM,window_6m,0.3230216936565234
16-37108,17-55087,NAME_FALLBACK,NAME:nantes metropole,2016-03-16,2017-04-21,13.173455978975033,2017-03-29,0.7555847568988173,0.8740692071835304,0.3691385033553179,0.1,0.6,0.43771577797024386,True,False,1,0.005184122462611296,17,POTENTIAL,window_6m,0.3230216936565234
16-40880,20-96600,NAME_FALLBACK,NAME:universite de nantes,2016-03-22,2020-07-29,52.233902759526934,2020-06-27,1.0512483574244416,0.8247919404292597,0.10109473683013383,0.2,0.6,0.36158114299786176,False,False,1,0.015166626035134079,6,POTENTIAL,window_6m,0.3230216936565234
16-42023,19-34598,NAME_FALLBACK,NAME:gpm de nantes - st nazaire,2016-03-24,2019-03-05,35.34822601839684,2019-03-24,0.6241787122207622,0.8959702146298729,0.18130526589274157,0.0,0.6,0.34744939671992775,False,False,1,0.0036426829010289263,4,POTENTIAL,window_6m,0.3230216936565234
16-45870,19-127477,NAME_FALLBACK,NAME:angers loire metropole,2016-03-30,2020-05-02,49.08015768725361,2020-03-30,1.0840998685939554,0.8193166885676741,0.23381080035189616,0.4,0.6,0.4666629522650822,False,False,1,0.10654447144166651,9,MEDIUM,window_6m,0.3230216936565234
16-47620,20-58079,RAW_SIRET,SIRET:22850001300658,2016-03-31,2020-04-30,48.98160315374507,2020-09-08,4.303547963206308,0.28274200613228206,0.8499638900119718,1.0,1.0,0.7681728630372606,False,False,1,0.4882100947499194,9,HIGH,window_6m,0.3230216936565234
16-48016,19-80203,NAME_FALLBACK,NAME:universite de nantes,2016-03-31,2019-05-24,37.746386333771355,2019-07-22,1.938239159001314,0.6769601401664477,0.23938268577443678,0.2,0.6,0.37302397506266477,False,False,1,0.08802285974633461,4,MEDIUM,window_6m,0.3230216936565234
16-49246,16-137769,NAME_FALLBACK,NAME:nantes metropole,2016-04-12,2016-09-21,5.321944809461235,2016-10-12,0.6898817345597897,0.8850197109067017,0.0683231496456771,0.1,0.6,0.33516803010266244,True,False,1,0.008492810830407316,17,POTENTIAL,window_6m,0.3230216936565234
16-49315,16-153372,NAME_FALLBACK,NAME:rectorat de l academie de nantes,2016-04-05,2016-10-20,6.504599211563732,2016-10-05,0.49277266754270693,0.9178712220762155,0.8869043965083023,0.1,0.6,0.6298843442969597,True,False,1,0.6298843442969597,1,HIGH,window_6m,0.3230216936565234
16-54197,20-49949,NAME_FALLBACK,NAME:nantes metropole,2016-04-17,2020-04-30,48.42312746386334,2020-04-17,0.42706964520367935,0.9288217257993868,0.02761035066845009,0.2,0.6,0.3618690541838042,False,False,1,0.052692725004009344,24,MEDIUM,window_6m,0.3230216936565234
16-54370,20-49949,NAME_FALLBACK,NAME:nantes metropole,2016-04-17,2020-04-30,48.42312746386334,2020-04-17,0.42706964520367935,0.9288217257993868,0.024126516687780555,0.2,0.6,0.3606497122905699,False,False,1,0.055133088593093516,24,MEDIUM,window_6m,0.3230216936565234
16-57014,16-155479,NAME_FALLBACK,NAME:nantes metropole,2016-04-20,2016-10-27,6.241787122207621,2016-10-20,0.22996057818659657,0.9616732369689006,0.14714934824711015,0.1,0.6,0.3819205811287137,True,False,1,0.04778297277079174,16,POTENTIAL,window_6m,0.3230216936565234
16-57562,19-127477,NAME_FALLBACK,NAME:angers loire metropole,2016-04-25,2020-05-02,48.22601839684625,2020-04-25,0.22996057818659657,0.9616732369689006,0.032491486505534774,0.4,0.6,0.43179032951916235,False,False,1,0.033754286594817884,9,POTENTIAL,window_6m,0.3230216936565234
16-58728,20-96600,NAME_FALLBACK,NAME:universite de nantes,2016-04-22,2020-07-29,51.21550591327201,2020-06-27,1.0512483574244416,0.8247919404292597,0.09857634330900585,0.2,0.6,0.36069970526546696,False,False,1,0.014794480874770588,6,POTENTIAL,window_6m,0.3230216936565234
16-61484,20-125567,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-05-01,2020-10-15,53.482260183968464,2020-09-21,0.7884362680683311,0.8685939553219448,0.19686975450256078,0.0,0.6,0.34605290290638246,False,False,1,0.03444005633806979,5,POTENTIAL,window_6m,0.3230216936565234
16-62960,20-96600,NAME_FALLBACK,NAME:universite de nantes,2016-05-02,2020-07-29,50.88699080157687,2020-07-27,0.0657030223390276,0.9890494962768287,0.13482779680719828,0.0,0.6,0.3544521029517266,False,True,1,0.03503748251346778,6,POTENTIAL,window_6m,0.3230216936565234
16-63342,17-143219,NAME_FALLBACK,NAME:nantes metropole,2016-05-07,2017-10-11,17.1484888304862,2017-10-21,0.328515111695138,0.9452474813841437,0.03545155795851743,0.1,0.6,0.33871991563151704,True,False,1,0.031104145468162203,30,POTENTIAL,window_6m,0.3230216936565234
16-65767,16-92246,NAME_FALLBACK,NAME:lycee general et technologique livet,2016-05-06,2016-06-22,1.5440210249671484,2016-11-06,4.50065703022339,0.24989049496276827,0.6159128530571336,0.1,0.6,0.36804212231068884,True,False,1,0.36804212231068884,1,MEDIUM,window_6m,0.3230216936565234
16-68218,18-101350,NAME_FALLBACK,NAME:universite de nantes,2016-05-14,2018-07-20,26.182654402102497,2018-07-21,0.0328515111695138,0.9945247481384144,0.17058091093424385,0.4,0.6,0.48833450586158894,False,False,1,0.22675822632502657,8,MEDIUM,window_6m,0.3230216936565234
16-68672,16-151274,NAME_FALLBACK,NAME:ecole centrale de nantes,2016-05-12,2016-10-19,5.256241787122208,2016-11-12,0.7884362680683311,0.8685939553219448,0.274669025017566,0.1,0.6,0.4032826475866343,True,False,1,0.13798288411109638,3,MEDIUM,window_6m,0.3230216936565234
16-70203,20-96600,NAME_FALLBACK,NAME:universite de nantes,2016-05-17,2020-07-29,50.39421813403416,2020-07-27,0.0657030223390276,0.9890494962768287,0.02052481976260141,0.2,0.6,0.37444606098611766,False,False,1,0.0046827371375881,6,POTENTIAL,window_6m,0.3230216936565234
16-70219,20-66280,NAME_FALLBACK,NAME:angers loire metropole,2016-05-17,2020-05-28,48.35742444152431,2020-05-17,0.36136662286465177,0.939772229522558,0.08113138713105406,0.4,0.6,0.44333904287650844,False,False,1,0.018344314314893584,7,POTENTIAL,window_6m,0.3230216936565234
16-70307,16-168154,NAME_FALLBACK,NAME:angers loire metropole,2016-05-17,2016-11-21,6.176084099868594,2016-11-17,0.1314060446780552,0.9780989925536575,0.004719931012931552,0.1,0.6,0.3361767239929404,True,False,1,0.03351808802185485,7,POTENTIAL,window_6m,0.3230216936565234
16-72442,21-15299,NAME_FALLBACK,NAME:chu de nantes,2016-05-22,2021-02-04,56.47174770039422,2020-12-17,1.609724047306176,0.731712658782304,0.07351099597054311,0.4,0.6,0.3886570132852661,False,False,1,0.06892878102791944,10,MEDIUM,window_6m,0.3230216936565234
16-72521,16-113197,NAME_FALLBACK,NAME:ville de noirmoutier,2016-05-19,2016-07-27,2.266754270696452,2016-11-19,3.7779237844940865,0.37034603591765225,0.70102656847839,0.1,0.6,0.42794580794684955,True,False,1,0.42794580794684955,1,MEDIUM,window_6m,0.3230216936565234
16-73142,20-96618,NAME_FALLBACK,NAME:ch le mans,2016-05-20,2020-07-29,50.29566360052562,2020-08-02,0.1314060446780552,0.9780989925536575,0.106658146552907,0.0,0.6,0.3418550994319318,False,False,1,0.025799682565023685,6,POTENTIAL,window_6m,0.3230216936565234
16-73215,20-26328,NAME_FALLBACK,NAME:nantes metropole,2016-05-23,2020-02-21,44.973718791064385,2020-05-23,3.0223390275952693,0.4962768287341218,0.032718453797838845,1.0,0.6,0.49552066601277406,False,False,1,0.12146145186651763,24,MEDIUM,window_6m,0.3230216936565234
16-73358,19-114994,NAME_FALLBACK,NAME:ville du mans,2016-05-23,2019-07-23,37.97634691195795,2019-07-05,0.5913272010512484,0.9014454664914586,0.16440317063006352,0.0,0.6,0.3429024763433869,False,False,1,0.3429024763433869,1,MEDIUM,window_6m,0.3230216936565234
16-7712,20-6485,NAME_FALLBACK,NAME:cnieg,2016-01-18,2020-01-19,48.02890932982917,2020-07-11,5.716162943495401,0.04730617608409993,0.8774841651582068,0.2,0.6,0.43894600182639737,False,False,1,0.13674862068896143,3,MEDIUM,window_6m,0.3230216936565234
16-77563,19-160018,NAME_FALLBACK,NAME:lycee polyvalent leonard de vinci,2016-05-30,2019-10-21,40.70302233902759,2019-05-30,4.730617608409987,0.21156373193166889,0.44260648712498607,1.0,0.6,0.5678032034766622,False,False,1,0.5678032034766622,1,HIGH,window_6m,0.3230216936565234
16-82782,19-99589,NAME_FALLBACK,NAME:mairie de bauge en anjou,2016-06-08,2019-06-30,36.69513797634691,2019-06-08,0.7227332457293035,0.879544459045116,0.35552704581963124,0.0,0.6,0.4043205807981499,False,False,1,0.4043205807981499,1,MEDIUM,window_6m,0.3230216936565234
16-84729,20-135543,NAME_FALLBACK,NAME:departement de la vendee,2016-06-09,2020-11-04,52.858081471747695,2020-10-04,1.0183968462549278,0.8302671922908453,1.0000000000000002,1.0,0.6,0.9175667980727114,False,False,1,0.9175667980727114,1,HIGH,window_6m,0.3230216936565234
16-85619,19-174098,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-06-13,2019-11-21,41.26149802890933,2019-12-07,0.5256241787122208,0.9123959702146298,0.2681435542811683,0.0,0.6,0.38194923655206636,False,True,1,0.010600463674872218,5,POTENTIAL,window_6m,0.3230216936565234
16-85662,21-16505,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2016-06-13,2021-02-06,55.81471747700394,2020-11-03,3.1208935611038107,0.4798510731493649,0.2753132238183152,0.4,0.6,0.3963223966237515,False,False,1,0.04078370971193712,6,POTENTIAL,window_6m,0.3230216936565234
16-87909,18-103711,NAME_FALLBACK,NAME:cmar pays de la loire,2016-06-19,2018-07-22,25.065703022339026,2018-11-12,3.712220762155059,0.38129653964082355,0.2680564527541211,0.4,0.6,0.36914389337414827,False,False,1,0.09545341662898849,2,MEDIUM,window_6m,0.3230216936565234
16-9086,19-70735,RAW_SIRET,SIRET:22720002900014,2016-01-20,2019-05-05,39.45466491458607,2019-04-30,0.164257555847569,0.9726237406920718,0.09048682521471596,0.0,1.0,0.3748263239981685,False,False,1,0.06406711834400175,4,MEDIUM,window_6m,0.3230216936565234
16-96174,20-138135,RAW_SIRET,SIRET:23440003400026,2016-06-30,2020-11-12,52.43101182654402,2020-12-22,1.314060446780552,0.7809899255365746,0.2914610231874882,0.0,1.0,0.3972588394997645,False,False,1,0.011116853864111209,7,POTENTIAL,window_6m,0.3230216936565234
16-96425,16-108742,NAME_FALLBACK,NAME:cap atlantique,2016-06-29,2016-07-20,0.6898817345597897,2016-12-29,5.321944809461235,0.11300919842312751,0.9769388828821985,0.1,0.6,0.46018090861455135,True,False,1,0.16697948777293592,3,MEDIUM,window_6m,0.3230216936565234
16-98835,20-65717,NAME_FALLBACK,NAME:association e-toile,2016-07-09,2020-05-20,46.353482260183966,2020-07-09,1.6425755584756898,0.7262374069207184,0.023713621889750024,1.0,0.6,0.549859119391592,False,True,1,0.549859119391592,1,HIGH,window_6m,0.3230216936565234
17-102039,21-103501,NAME_FALLBACK,NAME:departement de la sarthe,2017-07-17,2021-07-23,48.19316688567674,2021-07-17,0.19710906701708278,0.9671484888304862,0.04351915346105038,0.4,0.6,0.43701882591898916,False,False,1,0.18593809805831635,3,MEDIUM,window_6m,0.3230216936565234
17-102482,21-113953,NAME_FALLBACK,NAME:chu de nantes,2017-07-18,2021-08-20,49.08015768725361,2021-07-18,1.0840998685939554,0.8193166885676741,0.12821952031961178,1.0,0.6,0.6097060042537827,False,False,1,0.016425755584756896,12,POTENTIAL,window_6m,0.3230216936565234
17-102708,21-67771,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2017-07-18,2021-05-22,46.12352168199737,2021-07-18,1.8725361366622864,0.687910643889619,0.1911593283082296,0.2,0.6,0.3588834258802851,False,False,1,0.02197006745663349,8,POTENTIAL,window_6m,0.3230216936565234
17-104238,21-77546,NAME_FALLBACK,NAME:conseil departemental loire-atlantique,2017-07-20,2021-06-10,46.681997371879106,2021-07-20,1.314060446780552,0.7809899255365746,0.029993737462833653,1.0,0.6,0.5657452894961355,False,False,1,0.17263526373148957,10,HIGH,window_6m,0.3230216936565234
17-105380,18-47589,NAME_FALLBACK,NAME:universite de nantes,2017-07-21,2018-04-08,8.5742444152431,2018-04-27,0.6241787122207622,0.8959702146298729,0.636574463682888,0.1,0.6,0.536793615946479,True,False,1,0.1898986281939073,9,HIGH,window_6m,0.3230216936565234
17-105440,19-21908,NAME_FALLBACK,NAME:conseil departemental loire-atlantique,2017-07-23,2019-02-13,18.725361366622863,2019-01-24,0.657030223390276,0.8904949627682873,0.18778873918958322,0.0,0.6,0.348349799408426,False,False,1,0.0027973087290783516,9,POTENTIAL,window_6m,0.3230216936565234
17-105683,19-105444,RAW_SIRET,SIRET:24720013200014,2017-07-23,2019-07-10,23.554533508541393,2019-07-05,0.164257555847569,0.9726237406920718,0.017242038131879245,0.0,1.0,0.3491906485191757,False,False,1,0.3491906485191757,1,MEDIUM,window_6m,0.3230216936565234
17-106009,22-26998,NAME_FALLBACK,NAME:nantes metropole,2017-07-26,2022-02-24,54.993429697766096,2021-12-09,2.5295663600525624,0.5784056066579062,0.06894316771546058,1.0,0.6,0.5287315103648877,False,False,1,0.18804127590593994,20,HIGH,window_6m,0.3230216936565234
17-106054,21-153479,NAME_FALLBACK,NAME:nantes metropole,2017-07-26,2021-11-19,51.806833114323254,2021-12-09,0.657030223390276,0.8904949627682873,0.0936472432595715,0.1,0.6,0.3454002758329218,True,False,1,0.007649676900077673,20,POTENTIAL,window_6m,0.3230216936565234
17-107265,17-123168,NAME_FALLBACK,NAME:conseil departemental loire-atlantique,2017-07-26,2017-09-01,1.2155059132720105,2018-01-26,4.829172141918528,0.195137976346912,0.9372326440943379,0.1,0.6,0.46681591951974627,True,False,1,0.17090322901564708,10,MEDIUM,window_6m,0.3230216936565234
17-10967,17-21818,NAME_FALLBACK,NAME:centre hospitalier paul chapron,2017-02-09,2017-02-14,0.164257555847569,2017-08-09,5.781865965834428,0.036355672360928626,0.9819550449232589,0.1,0.6,0.4427731838133728,True,False,1,0.1258355082041906,3,MEDIUM,window_6m,0.3230216936565234
17-110921,21-148535,NAME_FALLBACK,NAME:ecole centrale de nantes,2017-08-04,2021-11-08,51.14980289093298,2022-01-06,1.938239159001314,0.6769601401664477,0.3401527483552513,0.1,0.6,0.3782934969659499,True,False,1,0.1678855626087364,2,MEDIUM,window_6m,0.3230216936565234
17-111330,22-26998,NAME_FALLBACK,NAME:nantes metropole,2017-08-11,2022-02-24,54.467805519053876,2022-01-31,0.7884362680683311,0.8685939553219448,0.8240892640760799,1.0,0.6,0.8655797312571141,False,False,1,0.3551361477214865,16,HIGH,window_6m,0.3230216936565234
17-114118,22-25102,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2017-08-10,2022-02-19,54.33639947437582,2022-02-01,0.5913272010512484,0.9014454664914586,0.0457831599421869,0.2,0.6,0.36138547260263004,False,True,1,0.014061422263330514,7,POTENTIAL,window_6m,0.3230216936565234
17-114542,17-152907,NAME_FALLBACK,NAME:commune de saint jean de monts,2017-08-09,2017-10-27,2.59526938239159,2018-02-09,3.4494086727989486,0.42509855453350853,0.9999999999999999,0.1,0.6,0.546274638633377,True,False,1,0.0938946164095596,2,HIGH,window_6m,0.3230216936565234
17-117075,21-133433,NAME_FALLBACK,NAME:syndicat mixte pour le dvlpt numerique,2017-08-17,2021-10-05,49.60578186596583,2021-08-17,1.609724047306176,0.731712658782304,0.8717147511481117,1.0,0.6,0.8480283275974152,False,False,1,0.8480283275974152,1,HIGH,window_6m,0.3230216936565234
17-118765,22-25102,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2017-08-22,2022-02-19,53.942181340341655,2022-01-11,1.281208935611038,0.7864651773981604,0.4672986888354723,0.2,0.6,0.4801708354419554,False,False,1,0.17214027819962396,7,MEDIUM,window_6m,0.3230216936565234
17-118982,18-6802,NAME_FALLBACK,NAME:ville de sable sur sarthe,2017-08-23,2018-01-16,4.7963206307490145,2018-02-23,1.2483574244415243,0.791940429259746,0.838507500308978,0.1,0.6,0.5814627324230788,True,False,1,0.04971042783987256,2,POTENTIAL,window_6m,0.3230216936565234
17-120212,22-8616,NAME_FALLBACK,NAME:conseil regional des pays de la loire,2017-08-25,2022-01-19,52.825229960578184,2022-01-18,0.0328515111695138,0.9945247481384144,0.010188187677185228,0.2,0.6,0.37219705272161846,False,True,1,0.003898632056358875,7,POTENTIAL,window_6m,0.3230216936565234
17-120545,21-133662,NAME_FALLBACK,NAME:e-collectivites vendee,2017-08-27,2021-10-08,49.37582128777924,2022-01-04,2.890932982917214,0.5181778361804643,0.9999999999999997,0.0,0.6,0.5395444590451159,False,False,1,0.5395444590451159,1,HIGH,window_6m,0.3230216936565234
17-121705,17-152907,NAME_FALLBACK,NAME:commune de saint jean de monts,2017-08-29,2017-10-27,1.938239159001314,2018-02-28,4.073587385019711,0.32106876916338145,0.962472424425224,0.1,0.6,0.5071325408396736,True,False,1,0.5071325408396736,1,HIGH,window_6m,0.3230216936565234
17-123168,18-52915,NAME_FALLBACK,NAME:conseil departemental loire-atlantique,2017-09-01,2018-04-17,7.490144546649145,2018-03-01,1.5440210249671484,0.7426631625054753,0.17884150323230721,0.1,0.6,0.3382603167576763,True,False,1,0.048038943144181945,10,POTENTIAL,window_6m,0.3230216936565234
17-129614,22-26998,NAME_FALLBACK,NAME:nantes metropole,2017-12-21,2022-02-24,50.13140604467805,2021-12-21,2.135348226018397,0.6441086289969338,0.19194834639162053,1.0,0.6,0.5882090784863006,False,False,1,0.18948774749917247,19,HIGH,window_6m,0.3230216936565234
17-129931,22-48493,NAME_FALLBACK,NAME:cmar pays de la loire,2017-09-17,2022-04-04,54.533508541392905,2022-03-29,0.19710906701708278,0.9671484888304862,0.007556264223147335,0.1,0.6,0.33443181468572314,True,False,1,0.10595676833486495,2,MEDIUM,window_6m,0.3230216936565234
17-13461,21-7561,NAME_FALLBACK,NAME:nantes metropole,2017-01-29,2021-01-18,47.63469119579501,2021-01-29,0.36136662286465177,0.939772229522558,0.0554376174149349,0.2,0.6,0.3743462234758667,False,False,1,0.008887437905680917,20,POTENTIAL,window_6m,0.3230216936565234
17-134974,18-73911,NAME_FALLBACK,NAME:ville de bouchemaine,2017-09-25,2018-06-07,8.377135348226018,2018-03-25,2.431011826544021,0.5948313622426631,0.5293068262564441,0.1,0.6,0.4239652297504212,True,False,1,0.4239652297504212,1,MEDIUM,window_6m,0.3230216936565234
17-139193,21-83160,NAME_FALLBACK,NAME:angers loire metropole,2017-10-04,2021-06-25,44.678055190538764,2021-10-04,3.3180026281208934,0.44699956197985113,0.22583944479441154,0.8,0.6,0.4907936961730068,False,False,1,0.0634045217749834,5,MEDIUM,window_6m,0.3230216936565234
