notice_id,buyer_key,buyer_key_type,publication_date,start_date,estimated_end_date,study_end_date,cpv_division,cpv_category,category_label,is_digital_scope,declared_duration_months,dur_was_imputed,event,time_to_event_or_censor_months,linked_candidate_notice_id,composite_score,confidence_tier,variant
19-100667,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,2019-07-01,2019-07-01,2020-01-01,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,0.5913272010512484,19-113409,0.6142590159147319,HIGH,window_18m
19-104228,NAME:commune de saint-herblain,NAME_FALLBACK,2019-07-05,2019-07-05,2023-07-05,2026-07-13,72,72400,DIGITAL_ICT,True,48.0,True,0,84.26412614980289,,,,window_18m
19-117771,NAME:sdis49,NAME_FALLBACK,2019-07-29,2019-11-19,2022-11-19,2026-07-13,32,32424,DIGITAL_ICT,True,36.0,True,1,41.72141918528252,23-8217,0.3744943191104447,POTENTIAL,window_18m
19-106149,NAME:universite d angers,NAME_FALLBACK,2019-07-09,2019-09-23,2020-03-23,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,2.726675427069645,19-147471,0.610152577018543,HIGH,window_18m
19-110681,NAME:cc vendee grand littoral,NAME_FALLBACK,2019-07-16,2019-07-16,2020-01-16,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,83.90275952693824,,,,window_18m
19-108347,NAME:sdis 85,NAME_FALLBACK,2019-07-12,2019-07-12,2023-07-12,2026-07-13,48,48800,DIGITAL_ICT,True,48.0,True,0,84.0341655716163,,,,window_18m
19-101998,NAME:mairie de coueron,NAME_FALLBACK,2019-07-04,2020-01-24,2022-01-24,2026-07-13,30,30200,DIGITAL_ICT,True,24.0,True,1,22.043363994743757,21-60810,0.4716994959402071,MEDIUM,window_18m
19-108948,SIRET:23440003400026,RAW_SIRET,2019-07-14,2019-07-14,2021-07-14,2026-07-13,30,30213,DIGITAL_ICT,True,24.0,True,0,83.96846254927726,,,,window_18m
19-115344,NAME:fondation partenariale polytech,NAME_FALLBACK,2019-07-26,2020-04-19,2023-04-19,2026-07-13,32,32321,DIGITAL_ICT,True,36.0,True,0,83.5742444152431,,,,window_18m
19-116578,NAME:chambre agriculture pays de la loire,NAME_FALLBACK,2019-07-27,2019-11-28,2020-05-28,2026-07-13,64,64211,DIGITAL_ICT,True,6.0,True,0,83.54139290407359,,,,window_18m
19-112156,NAME:ville d alencon,NAME_FALLBACK,2019-07-18,2019-07-18,2020-01-18,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,15.210249671484888,20-130599,0.5557983827157191,HIGH,window_18m
19-106682,NAME:gie loire ocean,NAME_FALLBACK,2019-07-12,2019-11-21,2023-11-21,2026-07-13,72,72610,DIGITAL_ICT,True,48.0,True,0,84.0341655716163,,,,window_18m
19-110311,NAME:epf de la vendee,NAME_FALLBACK,2019-07-16,2019-07-16,2023-07-16,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,83.90275952693824,,,,window_18m
19-117328,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2019-07-26,2019-07-26,2023-07-26,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,1,47.43758212877792,23-96123,0.3951401961642684,MEDIUM,window_18m
19-102776,SIRET:21440143200015,RAW_SIRET,2019-07-05,2019-11-14,2023-11-14,2026-07-13,48,48822,DIGITAL_ICT,True,48.0,True,0,84.26412614980289,,,,window_18m
19-106429,NAME:ccir pays de la loire,NAME_FALLBACK,2019-07-11,2019-11-08,2023-11-08,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,0,84.06701708278581,,,,window_18m
19-108442,SIRET:45151864100035,RAW_SIRET,2019-07-14,2019-12-19,2023-12-19,2026-07-13,72,72500,DIGITAL_ICT,True,48.0,True,0,83.96846254927726,,,,window_18m
19-118102,NAME:ch le mans,NAME_FALLBACK,2019-07-31,2019-12-07,2022-12-07,2026-07-13,32,32000,DIGITAL_ICT,True,36.0,True,0,83.40998685939553,,,,window_18m
19-103253,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,2019-07-06,2020-01-11,2022-01-11,2026-07-13,30,30200,DIGITAL_ICT,True,24.0,True,1,28.777923784494085,21-156687,0.37897414262179435,MEDIUM,window_18m
19-105305,NAME:metropole nantes metropole,NAME_FALLBACK,2019-07-08,2019-07-08,2020-01-08,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,84.16557161629434,,,,window_18m
19-103125,NAME:cnieg,NAME_FALLBACK,2019-07-04,2019-11-20,2023-11-20,2026-07-13,72,72600,DIGITAL_ICT,True,48.0,True,0,84.2969776609724,,,,window_18m
19-109687,NAME:semitan mandataire de nantes metropole,NAME_FALLBACK,2019-07-17,2020-10-24,2024-10-24,2026-07-13,48,48140,DIGITAL_ICT,True,48.0,True,0,83.86990801576873,,,,window_18m
19-108933,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2019-07-12,2019-07-12,2020-01-12,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,0.45992115637319314,19-117328,0.6124339319608703,HIGH,window_18m
19-105083,NAME:nantes metropole,NAME_FALLBACK,2019-07-10,2019-07-10,2023-07-10,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,1,50.4927726675427,23-125766,0.58469366911019,POTENTIAL,window_18m
19-112016,NAME:ville de nantes,NAME_FALLBACK,2019-07-21,2019-07-21,2020-08-21,2026-07-13,92,92511,DIGITAL_ICT,True,13.0,True,1,30.28909329829172,22-13674,0.588134440112764,HIGH,window_18m
19-114079,NAME:baie de somme habitat,NAME_FALLBACK,2019-07-24,2019-12-13,2023-12-13,2026-07-13,72,72250,DIGITAL_ICT,True,48.0,True,0,83.63994743758212,,,,window_18m
19-107821,NAME:sdis49,NAME_FALLBACK,2019-07-12,2019-10-30,2022-10-30,2026-07-13,32,32412,DIGITAL_ICT,True,36.0,True,1,42.27989487516425,23-8217,0.3699444206798999,MEDIUM,window_18m
19-113409,NAME:communaute d agglomeration du niortais,NAME_FALLBACK,2019-07-19,2019-07-19,2020-01-19,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,7.7858081471747695,20-37796,0.36954884486454803,MEDIUM,window_18m
19-114994,NAME:ville du mans,NAME_FALLBACK,2019-07-23,2019-10-01,2023-10-01,2026-07-13,35,35300,DIGITAL_ICT,True,48.0,True,0,83.67279894875165,,,,window_18m
19-105444,SIRET:24720013200014,RAW_SIRET,2019-07-10,2019-11-10,2023-11-10,2026-07-13,48,48210,DIGITAL_ICT,True,48.0,True,1,49.47437582128778,23-117420,0.3883572571442808,POTENTIAL,window_18m
19-110370,NAME:commune de nantes,NAME_FALLBACK,2019-07-19,2019-07-19,2023-07-19,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,0,83.80420499342969,,,,window_18m
19-112517,SIRET:13001855900018,RAW_SIRET,2019-07-20,2019-10-11,2022-10-11,2026-07-13,71,71330,DIGITAL_ICT,True,36.0,True,1,50.7227332457293,23-140591,0.6534610892101035,HIGH,window_18m
19-118070,NAME:mauges communaute,NAME_FALLBACK,2019-07-29,2019-07-29,2020-01-29,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,83.47568988173455,,,,window_18m
19-125250,NAME:commune de challans,NAME_FALLBACK,2019-08-15,2019-08-15,2022-08-15,2026-07-13,50,50312,DIGITAL_ICT,True,36.0,True,0,82.91721419185282,,,,window_18m
19-120297,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,2019-08-01,2019-10-25,2022-10-25,2026-07-13,32,32342,DIGITAL_ICT,True,36.0,True,0,83.37713534822602,,,,window_18m
19-109269,NAME:ville de nantes,NAME_FALLBACK,2019-08-02,2019-08-02,2023-08-02,2026-07-13,35,35300,DIGITAL_ICT,True,48.0,True,0,83.34428383705651,,,,window_18m
19-125270,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2019-08-14,2019-08-14,2023-08-14,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,82.95006570302233,,,,window_18m
19-124888,NAME:departement de maine-et-loire,NAME_FALLBACK,2019-08-13,2019-08-13,2020-02-13,2026-07-13,33,33111,DIGITAL_ICT,True,6.0,True,0,82.98291721419186,,,,window_18m
19-119269,NAME:nantes metropole,NAME_FALLBACK,2019-08-02,2019-08-02,2023-08-02,2026-07-13,72,72250,DIGITAL_ICT,True,48.0,True,1,43.46254927726675,23-34705,0.47000791183047885,POTENTIAL,window_18m
19-123920,NAME:nantes metropole,NAME_FALLBACK,2019-08-09,2019-08-09,2020-02-09,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,6.504599211563732,20-26585,0.390526182318154,POTENTIAL,window_18m
19-129278,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2019-08-23,2020-01-21,2022-01-21,2026-07-13,30,30100,DIGITAL_ICT,True,24.0,True,1,24.080157687253614,21-115415,0.5978797553223958,HIGH,window_18m
19-131601,NAME:sdis 44,NAME_FALLBACK,2019-08-29,2019-08-29,2023-08-29,2026-07-13,35,35111,DIGITAL_ICT,True,48.0,True,1,47.83180026281209,23-117688,0.5040335650947734,HIGH,window_18m
19-123696,NAME:cc du pays de mortagne,NAME_FALLBACK,2019-08-08,2019-08-08,2021-08-08,2026-07-13,30,30211,DIGITAL_ICT,True,24.0,True,0,83.14717477003943,,,,window_18m
19-128681,SIRET:23440003400026,RAW_SIRET,2019-08-24,2020-02-12,2024-02-12,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,1,49.17871222076215,23-134735,0.5914351089539538,HIGH,window_18m
19-125363,NAME:gip esea nouvelle-aquitaine,NAME_FALLBACK,2019-08-13,2019-08-13,2020-02-13,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,82.98291721419186,,,,window_18m
19-130357,NAME:departement de la sarthe,NAME_FALLBACK,2019-08-27,2019-08-27,2020-02-27,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,82.52299605781866,,,,window_18m
19-130305,NAME:communaute de communes de grand lieu,NAME_FALLBACK,2019-08-27,2020-01-06,2024-01-06,2026-07-13,35,35120,DIGITAL_ICT,True,48.0,True,0,82.52299605781866,,,,window_18m
19-124424,NAME:chd vendee,NAME_FALLBACK,2019-08-11,2020-08-23,2024-08-23,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,0,83.04862023653088,,,,window_18m
19-131225,NAME:sdis 44,NAME_FALLBACK,2019-08-29,2019-08-29,2023-08-29,2026-07-13,35,35111,DIGITAL_ICT,True,48.0,True,1,47.83180026281209,23-117688,0.5057794052181064,HIGH,window_18m
19-123299,NAME:mindef ema dc sca pfaf co rennes,NAME_FALLBACK,2019-08-09,2019-12-07,2022-12-07,2026-07-13,32,32342,DIGITAL_ICT,True,36.0,True,0,83.1143232588699,,,,window_18m
19-131092,NAME:sdis 44,NAME_FALLBACK,2019-08-30,2020-01-05,2024-01-05,2026-07-13,35,35111,DIGITAL_ICT,True,48.0,True,1,47.79894875164258,23-117688,0.442872885942555,MEDIUM,window_18m
19-142610,NAME:departement de maine-et-loire,NAME_FALLBACK,2019-09-20,2019-09-20,2022-09-20,2026-07-13,32,32400,DIGITAL_ICT,True,36.0,True,0,81.73455978975034,,,,window_18m
19-142286,NAME:commune de nantes,NAME_FALLBACK,2019-09-19,2019-09-19,2020-03-19,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,8.245729303547963,20-68622,0.3717735970782455,POTENTIAL,window_18m
19-143955,SIRET:23440003400026,RAW_SIRET,2019-09-24,2019-09-24,2022-09-24,2026-07-13,50,50324,DIGITAL_ICT,True,36.0,True,1,29.829172141918527,22-40744,0.3928610884268594,MEDIUM,window_18m
19-136771,NAME:commune de basse-goulaine,NAME_FALLBACK,2019-09-09,2019-09-09,2020-03-09,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,82.09592641261499,,,,window_18m
19-138013,NAME:chbr reg metiers artisanat nouv aquit,NAME_FALLBACK,2019-09-13,2020-04-02,2024-04-02,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,0,81.96452036793693,,,,window_18m
19-138231,NAME:cc du pays de mortagne,NAME_FALLBACK,2019-09-11,2019-09-11,2021-09-11,2026-07-13,30,30211,DIGITAL_ICT,True,24.0,True,0,82.03022339027595,,,,window_18m
19-133510,NAME:departement de la vendee,NAME_FALLBACK,2019-09-03,2019-12-12,2023-12-12,2026-07-13,48,48219,DIGITAL_ICT,True,48.0,True,0,82.29303547963207,,,,window_18m
19-147471,NAME:universite d angers,NAME_FALLBACK,2019-09-30,2019-09-30,2020-03-30,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,81.4060446780552,,,,window_18m
19-142971,NAME:mairie de cordemais,NAME_FALLBACK,2019-09-22,2019-09-22,2023-09-22,2026-07-13,35,35120,DIGITAL_ICT,True,48.0,True,0,81.6688567674113,,,,window_18m
19-146419,SIRET:22720002900014,RAW_SIRET,2019-09-28,2020-02-12,2023-02-12,2026-07-13,32,32584,DIGITAL_ICT,True,36.0,True,1,42.90407358738502,23-56040,0.39195182972777154,POTENTIAL,window_18m
19-136955,NAME:angers loire metropole,NAME_FALLBACK,2019-09-10,2019-09-10,2023-09-10,2026-07-13,72,72500,DIGITAL_ICT,True,48.0,True,0,82.06307490144546,,,,window_18m
19-137030,SIRET:23440003400026,RAW_SIRET,2019-09-12,2020-03-04,2024-03-04,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,1,38.89618922470434,22-162091,0.4523291490190947,POTENTIAL,window_18m
19-140517,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,2019-09-18,2020-01-11,2022-01-11,2026-07-13,30,30120,DIGITAL_ICT,True,24.0,True,0,81.80026281208936,,,,window_18m
19-145053,NAME:departement de la sarthe,NAME_FALLBACK,2019-09-24,2019-09-24,2023-09-24,2026-07-13,72,72590,DIGITAL_ICT,True,48.0,True,0,81.60315374507228,,,,window_18m
19-145845,NAME:ctre hosp universitaire angers,NAME_FALLBACK,2019-09-26,2019-09-26,2023-09-26,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,81.53745072273324,,,,window_18m
19-144868,SIRET:22850001300658,RAW_SIRET,2019-09-26,2020-05-12,2024-05-12,2026-07-13,48,48800,DIGITAL_ICT,True,48.0,True,1,55.68331143232589,24-57038,0.39500966907394797,POTENTIAL,window_18m
19-141668,NAME:sdis 85,NAME_FALLBACK,2019-09-19,2020-02-19,2024-02-19,2026-07-13,35,35110,DIGITAL_ICT,True,48.0,True,0,81.76741130091985,,,,window_18m
19-154710,NAME:ville de la roche sur yon,NAME_FALLBACK,2019-10-11,2019-10-11,2023-10-11,2026-07-13,72,72610,DIGITAL_ICT,True,48.0,True,0,81.04467805519054,,,,window_18m
19-152453,NAME:chd vendee,NAME_FALLBACK,2019-10-10,2020-01-22,2023-01-22,2026-07-13,32,32323,DIGITAL_ICT,True,36.0,True,0,81.07752956636006,,,,window_18m
19-161349,NAME:cci metropolitaine bretagne ouest,NAME_FALLBACK,2019-10-25,2019-10-25,2023-10-25,2026-07-13,48,48470,DIGITAL_ICT,True,48.0,True,0,80.58475689881735,,,,window_18m
19-161914,NAME:cap atlantique,NAME_FALLBACK,2019-10-26,2019-10-26,2021-10-26,2026-07-13,30,30200,DIGITAL_ICT,True,24.0,True,0,80.55190538764784,,,,window_18m
19-165120,NAME:chu de nantes,NAME_FALLBACK,2019-10-30,2019-10-30,2022-10-30,2026-07-13,32,32344,DIGITAL_ICT,True,36.0,True,0,80.42049934296978,,,,window_18m
19-156877,NAME:ville d ancenis-saint-gereon,NAME_FALLBACK,2019-10-16,2019-10-16,2023-10-16,2026-07-13,35,35111,DIGITAL_ICT,True,48.0,True,0,80.88042049934297,,,,window_18m
19-147943,SIRET:23440003400026,RAW_SIRET,2019-10-02,2020-01-23,2024-01-23,2026-07-13,72,72700,DIGITAL_ICT,True,48.0,True,1,49.50722733245729,23-160148,0.7294298437728136,HIGH,window_18m
19-151382,NAME:nantes metropole,NAME_FALLBACK,2019-10-09,2019-10-09,2023-10-09,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,1,37.3850197109067,22-153504,0.7916080286172693,HIGH,window_18m
19-156899,NAME:nantes metropole,NAME_FALLBACK,2019-10-18,2020-01-25,2024-01-25,2026-07-13,35,35261,DIGITAL_ICT,True,48.0,True,0,80.81471747700394,,,,window_18m
19-157359,SIRET:21440184600016,RAW_SIRET,2019-10-18,2020-03-22,2023-03-22,2026-07-13,32,32321,DIGITAL_ICT,True,36.0,True,1,39.48751642575559,23-14004,0.4974552382656876,MEDIUM,window_18m
19-159241,SIRET:13001309700071,RAW_SIRET,2019-10-20,2019-10-20,2023-10-20,2026-07-13,48,48190,DIGITAL_ICT,True,48.0,True,0,80.74901445466492,,,,window_18m
19-164716,NAME:conservatoire du littoral,NAME_FALLBACK,2019-10-31,2020-05-08,2024-05-08,2026-07-13,72,72315,DIGITAL_ICT,True,48.0,True,0,80.38764783180027,,,,window_18m
19-164854,NAME:ville de laval,NAME_FALLBACK,2019-10-31,2020-02-06,2022-02-06,2026-07-13,30,30192,DIGITAL_ICT,True,24.0,True,0,80.38764783180027,,,,window_18m
19-148074,NAME:oti du pays de st gilles croix de vie,NAME_FALLBACK,2019-10-01,2019-10-01,2020-10-01,2026-07-13,45,45212,DIGITAL_ICT,True,12.0,True,1,3.54796320630749,20-8243,0.7071233047509278,HIGH,window_18m
19-152025,NAME:communaute de communes de grand lieu,NAME_FALLBACK,2019-10-08,2019-12-19,2020-06-19,2026-07-13,33,33182,DIGITAL_ICT,True,6.0,True,0,81.14323258869908,,,,window_18m
19-157248,NAME:regie dept passages d eau de vendee,NAME_FALLBACK,2019-10-16,2019-10-16,2023-10-16,2026-07-13,72,72413,DIGITAL_ICT,True,48.0,True,0,80.88042049934297,,,,window_18m
19-160471,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,2019-10-22,2020-06-11,2024-06-11,2026-07-13,72,72322,DIGITAL_ICT,True,48.0,True,0,80.6833114323259,,,,window_18m
19-158679,NAME:nantes metropole,NAME_FALLBACK,2019-10-18,2019-10-18,2020-04-18,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,2.0696452036793693,19-189628,0.3655727376771338,POTENTIAL,window_18m
19-159320,NAME:departement de la sarthe,NAME_FALLBACK,2019-10-18,2019-10-18,2020-04-18,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,9.132720105124836,20-93634,0.3574306580104047,POTENTIAL,window_18m
19-155590,NAME:etablissement public du marais poitevi,NAME_FALLBACK,2019-10-16,2020-01-12,2024-01-12,2026-07-13,72,72212,DIGITAL_ICT,True,48.0,True,0,80.88042049934297,,,,window_18m
19-152227,SIRET:21720181300011,RAW_SIRET,2019-10-10,2020-06-20,2024-06-20,2026-07-13,72,72600,DIGITAL_ICT,True,48.0,True,0,81.07752956636006,,,,window_18m
19-164966,NAME:commune de nantes,NAME_FALLBACK,2019-10-30,2019-10-30,2020-10-30,2026-07-13,45,45311,DIGITAL_ICT,True,12.0,True,1,1.1169513797634691,19-178825,0.5037242419993664,HIGH,window_18m
19-165780,NAME:oti du pays de st gilles croix de vie,NAME_FALLBACK,2019-10-31,2019-10-31,2020-10-31,2026-07-13,45,45212,DIGITAL_ICT,True,12.0,True,1,2.562417871222076,20-8243,0.5122149754878915,HIGH,window_18m
19-147530,NAME:universite de la rochelle,NAME_FALLBACK,2019-10-02,2019-10-30,2023-10-30,2026-07-13,48,48461,DIGITAL_ICT,True,48.0,True,0,81.34034165571616,,,,window_18m
19-160506,NAME:commune de mauges sur loire,NAME_FALLBACK,2019-10-24,2020-01-25,2024-01-25,2026-07-13,35,35710,DIGITAL_ICT,True,48.0,True,0,80.61760840998686,,,,window_18m
19-160018,NAME:lycee polyvalent leonard de vinci,NAME_FALLBACK,2019-10-21,2019-10-21,2022-10-21,2026-07-13,32,32321,DIGITAL_ICT,True,36.0,True,0,80.7161629434954,,,,window_18m
19-150176,NAME:chd vendee,NAME_FALLBACK,2019-10-05,2020-02-06,2024-02-06,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,81.24178712220763,,,,window_18m
19-152807,SIRET:85101450600014,RAW_SIRET,2019-10-23,2019-10-23,2022-10-23,2026-07-13,71,71351,DIGITAL_ICT,True,36.0,True,0,80.65045992115637,,,,window_18m
19-163024,NAME:gie sesam vitale,NAME_FALLBACK,2019-10-27,2020-08-08,2024-08-08,2026-07-13,72,72253,DIGITAL_ICT,True,48.0,True,0,80.51905387647832,,,,window_18m
19-153997,NAME:commune de mauges sur loire,NAME_FALLBACK,2019-10-10,2019-10-10,2023-10-10,2026-07-13,48,48000,DIGITAL_ICT,True,48.0,True,0,81.07752956636006,,,,window_18m
19-174412,NAME:semitan,NAME_FALLBACK,2019-11-22,2020-07-30,2024-07-30,2026-07-13,72,72610,DIGITAL_ICT,True,48.0,True,1,54.50065703022339,24-66729,0.411073154651772,MEDIUM,window_18m
19-172484,NAME:spr pays de la loire,NAME_FALLBACK,2019-11-20,2020-06-17,2024-06-17,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,79.73061760840999,,,,window_18m
19-177026,SIRET:13001232100050,RAW_SIRET,2019-11-27,2020-07-26,2023-07-26,2026-07-13,32,32412,DIGITAL_ICT,True,36.0,True,0,79.5006570302234,,,,window_18m
19-169357,NAME:ch le mans,NAME_FALLBACK,2019-11-08,2019-11-08,2023-11-08,2026-07-13,48,48210,DIGITAL_ICT,True,48.0,True,0,80.12483574244415,,,,window_18m
19-177021,NAME:le mans metropole - communaute urbaine,NAME_FALLBACK,2019-11-25,2020-06-15,2024-06-15,2026-07-13,48,48210,DIGITAL_ICT,True,48.0,True,0,79.56636005256242,,,,window_18m
19-175544,NAME:institut mines-telecom atlantique,NAME_FALLBACK,2019-11-21,2019-11-21,2020-05-21,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,79.69776609724047,,,,window_18m
19-173999,NAME:sembreizh societe,NAME_FALLBACK,2019-11-21,2019-11-21,2023-11-21,2026-07-13,72,72510,DIGITAL_ICT,True,48.0,True,0,79.69776609724047,,,,window_18m
19-175959,NAME:commune de beaupreau en mauges,NAME_FALLBACK,2019-11-24,2020-04-08,2022-04-08,2026-07-13,30,30200,DIGITAL_ICT,True,24.0,True,0,79.59921156373193,,,,window_18m
19-177480,SIRET:23440003400026,RAW_SIRET,2019-11-28,2020-03-25,2023-03-25,2026-07-13,50,50324,DIGITAL_ICT,True,36.0,True,0,79.46780551905388,,,,window_18m
19-166357,NAME:cdc du pays de saint gilles cx de vie,NAME_FALLBACK,2019-11-05,2019-11-05,2023-11-05,2026-07-13,48,48800,DIGITAL_ICT,True,48.0,True,0,80.2233902759527,,,,window_18m
19-174809,NAME:departement de la sarthe,NAME_FALLBACK,2019-11-20,2019-11-20,2023-11-20,2026-07-13,72,72590,DIGITAL_ICT,True,48.0,True,0,79.73061760840999,,,,window_18m
19-178175,NAME:commune de saint nazaire,NAME_FALLBACK,2019-11-27,2020-03-23,2024-03-23,2026-07-13,48,48219,DIGITAL_ICT,True,48.0,True,0,79.5006570302234,,,,window_18m
19-169787,NAME:angers loire metropole,NAME_FALLBACK,2019-11-12,2019-11-12,2020-05-12,2026-07-13,,,DIGITAL_ICT,True,6.0,True,1,3.712220762155059,20-31457,0.36074716361732034,POTENTIAL,window_18m
19-169855,NAME:gie sesam vitale,NAME_FALLBACK,2019-11-12,2019-11-12,2023-11-12,2026-07-13,72,72314,DIGITAL_ICT,True,48.0,True,0,79.9934296977661,,,,window_18m
19-173933,NAME:sembreizh societe,NAME_FALLBACK,2019-11-21,2019-11-21,2023-11-21,2026-07-13,72,72411,DIGITAL_ICT,True,48.0,True,0,79.69776609724047,,,,window_18m
19-174098,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2019-11-21,2020-03-14,2024-03-14,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,79.69776609724047,,,,window_18m
19-176592,NAME:gie sesam vitale,NAME_FALLBACK,2019-11-27,2021-03-27,2025-03-27,2026-07-13,72,72000,DIGITAL_ICT,True,48.0,True,0,79.5006570302234,,,,window_18m
19-169306,NAME:angers loire metropole,NAME_FALLBACK,2019-11-08,2019-11-08,2023-11-08,2026-07-13,72,72319,DIGITAL_ICT,True,48.0,True,0,80.12483574244415,,,,window_18m
19-174440,NAME:sdis49,NAME_FALLBACK,2019-11-21,2020-01-07,2023-01-07,2026-07-13,32,32424,DIGITAL_ICT,True,36.0,True,1,37.943495400788436,23-8217,0.3960815195700207,POTENTIAL,window_18m
19-166458,NAME:universite d angers,NAME_FALLBACK,2019-11-04,2019-12-12,2020-06-12,2026-07-13,,,DIGITAL_ICT,True,6.0,True,0,80.2562417871222,,,,window_18m
19-175998,NAME:communaute communes parthenay-gatine,NAME_FALLBACK,2019-11-24,2020-07-23,2021-07-23,2026-07-13,45,45212,DIGITAL_ICT,True,12.0,True,1,19.185282522996058,21-90254,0.437432771150225,MEDIUM,window_18m
19-180074,NAME:mairie de coueron,NAME_FALLBACK,2019-12-02,2019-12-02,2023-12-02,2026-07-13,48,48450,DIGITAL_ICT,True,48.0,True,0,79.33639947437582,,,,window_18m
19-184490,NAME:conseil regional des pays de la loire,NAME_FALLBACK,2019-12-13,2020-04-08,2024-04-08,2026-07-13,72,72222,DIGITAL_ICT,True,48.0,True,0,78.97503285151117,,,,window_18m
19-187147,SIRET:21440184600016,RAW_SIRET,2019-12-18,2020-04-11,2024-04-11,2026-07-13,48,48219,DIGITAL_ICT,True,48.0,True,1,39.84888304862024,23-50514,0.49356154712846056,POTENTIAL,window_18m
19-189603,NAME:nantes metropole,NAME_FALLBACK,2019-12-22,2019-12-22,2020-06-22,2026-07-13,64,64200,DIGITAL_ICT,True,6.0,True,1,6.898817345597897,20-91517,0.38409019681774587,POTENTIAL,window_18m
19-191665,NAME:nantes metropole,NAME_FALLBACK,2019-12-26,2019-12-26,2023-12-26,2026-07-13,72,72250,DIGITAL_ICT,True,48.0,True,1,45.795006570302235,23-144303,0.40233119692460784,POTENTIAL,window_18m
19-180996,NAME:cte de cnes du pays d ancenis,NAME_FALLBACK,2019-12-03,2019-12-03,2020-06-03,2026-07-13,44,44115,DIGITAL_ICT,True,6.0,True,0,79.30354796320631,,,,window_18m
19-185581,NAME:departement de maine-et-loire,NAME_FALLBACK,2019-12-20,2019-12-20,2022-12-20,2026-07-13,32,32353,DIGITAL_ICT,True,36.0,True,0,78.74507227332457,,,,window_18m
19-190109,NAME:montrevault-sur-evre,NAME_FALLBACK,2019-12-20,2019-12-20,2023-12-20,2026-07-13,35,35261,DIGITAL_ICT,True,48.0,True,0,78.74507227332457,,,,window_18m
19-187630,SIRET:22850001300658,RAW_SIRET,2019-12-19,2020-04-18,2023-04-18,2026-07-13,32,32322,DIGITAL_ICT,True,36.0,True,1,42.18134034165571,23-87983,0.3968115219662639,POTENTIAL,window_18m
19-189255,NAME:communaute de cnes terres de montaigu,NAME_FALLBACK,2019-12-21,2020-04-29,2022-04-29,2026-07-13,30,30120,DIGITAL_ICT,True,24.0,True,0,78.71222076215506,,,,window_18m
19-181049,NAME:cci de region bretagne,NAME_FALLBACK,2019-12-05,2020-11-06,2024-11-06,2026-07-13,72,72212,DIGITAL_ICT,True,48.0,True,0,79.23784494086728,,,,window_18m
19-183493,NAME:commune de beaufort en anjou,NAME_FALLBACK,2019-12-11,2020-03-21,2023-03-21,2026-07-13,32,32323,DIGITAL_ICT,True,36.0,True,0,79.0407358738502,,,,window_18m
19-190057,NAME:sdis 44,NAME_FALLBACK,2019-12-22,2019-12-22,2021-12-22,2026-07-13,30,30230,DIGITAL_ICT,True,24.0,True,1,25.45992115637319,22-17364,0.37514905016512506,POTENTIAL,window_18m
